Date,Open,High,Low,Close,Volume
2015-10-14,2245.26,2262.27,2197.44,2214.22,6428467108
2015-10-15,2207.65,2213.92,2193.64,2199.88,3596264586
2015-10-16,2205.03,2237.39,2177.47,2209.78,4235621377
2015-10-19,2196.35,2228.98,2187.17,2219.7,3106803704
2015-10-20,2211.17,2272.3,2168.91,2229.69,4536172874
2015-10-21,2221.29,2320.08,2198.91,2296.94,9196601568
2015-10-22,2297.03,2329.9,2275.49,2308.25,10307292347
2015-10-23,2315.58,2368.41,2276.95,2329.54,4848405963
2015-10-26,2332.62,2365.92,2314.62,2347.8,3905418387
2015-10-27,2334.71,2366.2,2329.36,2360.79,5351836130
2015-10-28,2365.31,2372.36,2349.55,2356.57,5237395487
2015-10-29,2357.62,2380.26,2348.95,2371.54,3537832828
2015-10-30,2379.99,2396.94,2342.33,2359.13,6798007802
2015-11-02,2359.46,2365.08,2350.7,2356.31,2827545342
2015-11-03,2361.02,2388.71,2321.53,2349.08,7228938477
2015-11-04,2346.42,2372.59,2325.81,2351.94,3979406982
2015-11-05,2350.41,2410.36,2335.22,2394.88,5130265823
2015-11-06,2400.06,2421.21,2341.89,2362.72,4456169528
2015-11-09,2371.01,2408.63,2338.87,2376.42,4697499066
2015-11-10,2380.37,2382.26,2347.15,2349.02,4269694709
2015-11-11,2333.85,2342.75,2333.15,2342.05,5229175138
2015-11-12,2352.61,2399.71,2315.88,2362.81,4569047307
2015-11-13,2358.36,2370.38,2353.37,2365.37,3383796415
2015-11-16,2347.72,2381.02,2314.27,2347.57,7072303523
2015-11-17,2339.07,2346.98,2328.41,2336.31,3144837931
2015-11-18,2329.68,2389.13,2290.62,2349.74,3186046727
2015-11-19,2352.12,2378.87,2311.6,2338.19,3292203254
2015-11-20,2331.0,2348.49,2325.95,2343.41,5412915308
2015-11-23,2347.15,2372.07,2320.72,2345.62,4084409924
2015-11-24,2345.62,2386.93,2294.35,2335.48,2986777221
2015-11-25,2350.1,2385.73,2339.53,2375.05,4750040727
2015-11-26,2378.02,2396.52,2369.43,2387.88,4371494580
2015-11-27,2395.92,2419.46,2329.89,2353.01,12184549533
2015-11-30,2346.63,2362.35,2342.02,2357.73,2419591235
2015-12-01,2365.54,2371.64,2341.3,2347.36,4925704329
2015-12-02,2343.21,2364.0,2343.15,2363.94,3409831662
2015-12-03,2370.42,2390.21,2331.59,2351.22,2795161475
2015-12-04,2355.27,2392.72,2313.21,2350.58,5398677666
2015-12-07,2340.95,2392.66,2309.53,2360.98,4085477459
2015-12-08,2373.7,2389.85,2361.77,2377.89,5869991327
2015-12-09,2370.57,2376.32,2352.1,2357.82,7207830390
2015-12-10,2369.34,2392.19,2330.56,2353.26,3524447803
2015-12-11,2358.06,2395.56,2308.91,2346.23,3862093241
2015-12-14,2343.83,2356.0,2323.92,2336.06,4844234367
2015-12-15,2331.9,2370.68,2330.1,2368.85,5651718310
2015-12-16,2353.73,2379.4,2351.88,2377.53,4749901046
2015-12-17,2369.3,2392.52,2333.29,2356.38,3052372093
2015-12-18,2346.8,2416.79,2304.7,2374.2,3895150400
2015-12-21,2370.45,2461.18,2324.15,2414.03,6762689679
2015-12-22,2414.98,2444.14,2405.31,2434.39,4855852869
2015-12-23,2444.99,2474.21,2379.24,2408.03,9296389102
2015-12-24,2400.63,2441.05,2360.23,2400.66,3711417093
2015-12-25,2404.3,2448.59,2381.11,2425.2,4243844360
2015-12-28,2433.86,2486.56,2361.44,2413.7,4617251899
2015-12-29,2421.71,2448.14,2396.83,2423.25,3538925053
2015-12-30,2423.82,2458.84,2404.04,2438.93,5994320966
2015-12-31,2427.39,2430.77,2419.98,2423.35,3632751559
2016-01-01,2422.8,2425.49,2421.0,2423.7,6371040530
2016-01-04,2427.37,2461.02,2333.64,2366.44,12011032862
2016-01-05,2363.57,2417.26,2296.22,2349.59,5505666381
2016-01-06,2350.96,2364.36,2333.13,2346.5,3620967151
2016-01-07,2328.68,2338.83,2315.72,2325.86,6192351211
2016-01-08,2324.3,2359.11,2321.37,2356.14,10650731173
2016-01-11,2353.29,2369.17,2316.45,2332.19,9610492923
2016-01-12,2328.34,2347.71,2306.48,2325.83,3806312461
2016-01-13,2327.28,2349.1,2307.71,2329.52,2562989271
2016-01-14,2325.27,2368.98,2312.9,2356.44,5384594685
2016-01-15,2359.39,2369.44,2322.45,2332.39,3108114236
2016-01-18,2334.15,2379.43,2309.32,2354.39,7791039887
2016-01-19,2362.16,2372.66,2345.5,2355.97,4161198319
2016-01-20,2359.66,2391.43,2308.45,2339.95,4558361287
2016-01-21,2346.19,2402.92,2292.87,2349.53,5007240259
2016-01-22,2340.45,2384.52,2310.58,2354.47,4222479028
2016-01-25,2350.13,2353.55,2341.8,2345.21,4370855253
2016-01-26,2350.1,2387.44,2310.55,2347.84,2625012178
2016-01-27,2342.17,2345.02,2339.56,2342.41,3476722373
2016-01-28,2339.05,2355.52,2329.38,2345.82,2576342678
2016-01-29,2341.87,2362.0,2338.88,2358.99,1860428829
2016-02-01,2366.7,2437.91,2318.11,2388.86,5093545100
2016-02-02,2380.47,2380.92,2367.58,2368.02,8371177437
2016-02-03,2369.14,2453.64,2324.19,2407.95,8735512434
2016-02-04,2398.29,2402.5,2369.93,2374.09,5283416592
2016-02-05,2370.85,2375.91,2367.73,2372.78,3368273301
2016-02-08,2372.2,2386.95,2370.04,2384.78,4451684437
2016-02-09,2379.65,2416.63,2354.41,2391.27,2704377686
2016-02-10,2376.16,2404.74,2352.93,2381.46,5964435682
2016-02-11,2379.3,2412.28,2346.15,2379.13,1681295635
2016-02-12,2378.67,2387.26,2363.12,2371.69,2989321673
2016-02-15,2382.58,2394.85,2350.38,2362.55,5097293817
2016-02-16,2351.23,2401.19,2329.49,2379.19,4286261799
2016-02-17,2382.73,2392.14,2377.65,2387.04,3471658454
2016-02-18,2400.9,2413.18,2363.83,2375.98,5507772832
2016-02-19,2374.68,2394.77,2373.54,2393.62,4307726283
2016-02-22,2389.12,2428.96,2360.91,2400.62,4065468718
2016-02-23,2397.0,2418.09,2395.78,2416.85,3100141616
2016-02-24,2416.41,2437.68,2408.6,2429.83,5155531913
2016-02-25,2438.73,2451.74,2403.19,2416.09,3453454810
2016-02-26,2403.42,2448.52,2362.27,2407.31,4713231056
2016-02-29,2401.56,2433.9,2390.15,2422.39,5216338247
2016-03-01,2406.28,2466.2,2375.49,2435.04,5129782638
2016-03-02,2427.99,2496.84,2367.45,2436.1,5830712347
2016-03-03,2427.53,2453.91,2413.4,2439.72,3542638265
2016-03-04,2426.31,2515.83,2376.14,2464.86,3862245837
2016-03-07,2478.6,2515.71,2418.56,2455.33,4050746229
2016-03-08,2470.76,2501.38,2436.4,2466.97,6982570470
2016-03-09,2460.96,2481.4,2444.25,2464.67,3609820522
2016-03-10,2467.11,2471.07,2458.13,2462.08,5693042707
2016-03-11,2454.12,2505.94,2432.54,2484.09,7643557266
2016-03-14,2489.21,2508.96,2481.42,2501.13,7291377427
2016-03-15,2500.86,2546.05,2473.06,2518.06,3990570193
2016-03-16,2520.68,2584.44,2481.16,2544.54,11325246819
2016-03-17,2544.3,2593.32,2497.48,2546.46,4401446175
2016-03-18,2545.6,2564.3,2542.47,2561.15,3051742572
2016-03-21,2555.33,2562.62,2549.38,2556.67,1973236742
2016-03-22,2564.02,2595.1,2533.39,2564.47,4095989903
2016-03-23,2572.73,2578.63,2557.6,2563.47,3816394413
2016-03-24,2561.18,2590.08,2538.03,2566.88,5532656529
2016-03-25,2568.37,2588.27,2560.14,2579.99,3000110750
2016-03-28,2573.55,2580.93,2558.25,2565.61,3697824776
2016-03-29,2557.4,2629.33,2536.55,2608.06,12053631411
2016-03-30,2623.09,2658.01,2555.37,2589.84,3275112665
2016-03-31,2579.79,2581.63,2565.88,2567.71,4059826111
2016-04-01,2577.26,2615.63,2553.6,2591.83,4560559232
2016-04-04,2596.53,2636.81,2568.79,2608.94,9283773011
2016-04-05,2618.8,2661.64,2580.05,2622.84,6248157387
2016-04-06,2630.76,2662.56,2605.16,2636.9,4906000056
2016-04-07,2630.38,2644.22,2624.39,2638.22,2891723096
2016-04-08,2638.23,2692.31,2568.2,2621.95,5794718100
2016-04-11,2615.81,2645.77,2595.13,2625.01,5124993946
2016-04-12,2621.74,2657.13,2577.9,2613.17,4335668409
2016-04-13,2611.76,2637.0,2608.85,2634.07,5511199098
2016-04-14,2639.87,2658.16,2614.47,2632.71,2671164889
2016-04-15,2642.14,2649.65,2610.45,2617.89,5869508531
2016-04-18,2620.65,2656.63,2577.22,2613.09,2110745387
2016-04-19,2627.97,2629.2,2621.59,2622.82,3123151519
2016-04-20,2628.83,2650.76,2591.42,2613.22,2607090077
2016-04-21,2617.9,2634.46,2582.13,2598.58,3706635654
2016-04-22,2604.38,2611.06,2598.23,2604.92,4455864381
2016-04-25,2602.27,2618.27,2595.32,2611.3,4389461298
2016-04-26,2614.89,2618.12,2599.64,2602.86,3503254102
2016-04-27,2595.13,2599.89,2590.39,2595.15,3976971069
2016-04-28,2586.48,2622.35,2565.5,2601.26,4226723916
2016-04-29,2607.37,2612.91,2568.99,2574.47,4667066644
2016-05-02,2578.72,2589.25,2538.34,2548.74,6008241246
2016-05-03,2549.88,2570.94,2515.5,2536.45,4847943064
2016-05-04,2520.57,2534.05,2520.39,2533.86,3859623637
2016-05-05,2531.13,2597.57,2475.13,2541.34,3227566546
2016-05-06,2543.72,2580.97,2534.22,2571.37,7946068548
2016-05-09,2577.01,2622.21,2544.6,2589.64,5657028064
2016-05-10,2592.27,2595.95,2584.37,2588.05,4912720667
2016-05-11,2579.17,2611.8,2556.67,2589.22,4577412335
2016-05-12,2589.78,2591.46,2569.53,2571.2,4826893960
2016-05-13,2580.39,2584.27,2568.5,2572.37,3490890742
2016-05-16,2569.33,2598.1,2539.54,2568.29,3985735542
2016-05-17,2572.94,2607.76,2541.31,2576.1,3123251288
2016-05-18,2578.14,2642.21,2497.9,2561.56,6583094288
2016-05-19,2565.66,2577.07,2561.77,2573.17,5520157481
2016-05-20,2581.33,2636.44,2549.89,2604.71,7316165639
2016-05-23,2600.24,2612.32,2592.05,2604.12,3911132252
2016-05-24,2602.38,2637.98,2578.09,2613.59,5692670638
2016-05-25,2606.41,2667.01,2568.54,2628.83,3514169198
2016-05-26,2631.25,2634.95,2618.74,2622.43,3354837488
2016-05-27,2625.76,2663.98,2590.26,2628.44,3947047671
2016-05-30,2618.06,2668.02,2580.47,2630.25,3939306266
2016-05-31,2638.24,2694.5,2577.59,2633.76,3560381977
2016-06-01,2652.0,2738.0,2535.01,2619.97,4184342228
2016-06-02,2627.8,2630.59,2619.23,2622.02,6061748996
2016-06-03,2607.97,2676.61,2565.25,2633.48,3537260253
2016-06-06,2637.4,2679.63,2622.03,2664.11,7614134905
2016-06-07,2645.6,2717.31,2613.86,2685.1,6303767104
2016-06-08,2668.84,2753.4,2646.73,2730.78,6739568957
2016-06-09,2729.78,2751.43,2695.06,2716.6,3844843953
2016-06-10,2713.58,2740.57,2709.26,2736.21,3175427807
2016-06-13,2740.48,2761.23,2720.9,2741.63,4236428541
2016-06-14,2733.45,2793.74,2728.85,2789.05,6156482705
2016-06-15,2790.55,2851.3,2713.33,2773.71,6854816122
2016-06-16,2768.84,2809.65,2717.15,2757.8,4974341387
2016-06-17,2754.1,2788.6,2712.56,2746.97,3403242044
2016-06-20,2747.82,2801.93,2651.57,2704.83,11450760116
2016-06-21,2704.65,2712.15,2688.23,2695.71,4506395863
2016-06-22,2689.13,2689.43,2681.58,2681.88,5632789297
2016-06-23,2682.02,2692.59,2675.96,2686.53,2838318209
2016-06-24,2691.88,2730.21,2656.79,2695.08,3436271172
2016-06-27,2691.06,2762.6,2664.1,2735.2,4813419035
2016-06-28,2720.67,2777.51,2700.0,2756.56,5600194666
2016-06-29,2746.4,2796.7,2695.92,2746.2,2231333731
2016-06-30,2744.96,2747.33,2726.89,2729.24,4156335696
2016-07-01,2719.64,2769.62,2691.29,2741.04,4890945515
2016-07-04,2743.64,2758.74,2700.48,2715.43,3942965779
2016-07-05,2726.05,2759.92,2721.12,2754.93,7185695346
2016-07-06,2757.05,2792.73,2745.68,2781.26,4804692824
2016-07-07,2778.54,2778.76,2772.84,2773.06,3823280853
2016-07-08,2764.8,2770.66,2733.2,2739.01,4174650835
2016-07-11,2725.86,2807.28,2688.01,2768.83,3744617868
2016-07-12,2761.42,2772.5,2757.01,2768.08,4138306643
2016-07-13,2751.74,2796.74,2750.78,2795.77,6379742995
2016-07-14,2787.43,2810.03,2741.51,2763.92,6244653471
2016-07-15,2764.73,2788.41,2729.48,2753.06,2866376048
2016-07-18,2749.9,2804.21,2700.59,2754.81,3479521209
2016-07-19,2745.03,2768.4,2734.11,2757.43,3251829189
2016-07-20,2757.06,2764.49,2742.3,2749.7,4215826896
2016-07-21,2759.37,2782.85,2740.88,2764.32,3111556369
2016-07-22,2774.13,2787.65,2730.36,2743.74,5554383319
2016-07-25,2739.39,2747.97,2733.84,2742.42,4890805634
2016-07-26,2734.44,2785.63,2695.53,2746.55,3340196555
2016-07-27,2749.68,2793.04,2715.65,2758.89,3204762683
2016-07-28,2753.81,2784.04,2745.26,2775.42,3673742367
2016-07-29,2764.0,2791.06,2726.61,2753.57,7913070461
2016-08-01,2762.58,2785.46,2700.88,2723.44,4721784737
2016-08-02,2711.73,2755.63,2707.66,2751.51,4523319236
2016-08-03,2762.21,2775.84,2746.45,2760.07,2900931979
2016-08-04,2758.82,2768.9,2736.1,2746.13,2885442137
2016-08-05,2740.17,2796.62,2723.96,2780.18,5334130887
2016-08-08,2773.59,2796.85,2761.06,2784.27,3749257405
2016-08-09,2781.16,2816.93,2775.16,2810.87,4150453327
2016-08-10,2824.81,2833.84,2804.99,2813.98,3851785036
2016-08-11,2802.24,2888.35,2774.33,2859.86,6637085188
2016-08-12,2847.19,2931.61,2815.94,2899.79,4747331315
2016-08-15,2908.05,2942.71,2861.54,2896.06,4006896940
2016-08-16,2894.35,2963.88,2849.99,2919.14,5352622346
2016-08-17,2903.0,2940.32,2897.9,2935.16,3412982920
2016-08-18,2939.89,2969.36,2938.0,2967.46,2801845756
2016-08-19,2968.73,2973.54,2942.86,2947.64,6028731173
2016-08-22,2952.79,2985.27,2932.34,2964.73,3549113851
2016-08-23,2961.24,3047.38,2904.74,2990.33,6758447580
2016-08-24,2996.7,3038.46,2911.45,2952.59,6509061351
2016-08-25,2947.67,2958.86,2916.93,2928.04,4771290929
2016-08-26,2919.76,2968.5,2836.82,2884.97,9891280687
2016-08-29,2896.44,2905.77,2871.54,2880.81,2460352210
2016-08-30,2874.45,2915.19,2857.61,2898.21,2978116164
2016-08-31,2906.98,2939.46,2900.63,2933.05,4339602372
2016-09-01,2932.25,2980.46,2888.29,2936.45,3606336893
